CCHANNELCODE,CTITLE_TXT,CONTENT,CRELEASETIME,CRELEASETIME2,CURL,DOCID,FILESIZE,MIMETYPE
9860,2018年第一期眉山市东坡发展投资有限公司公司债券募集说明书,眉山市东坡发展投资有限公司 “18 东坡发投债 01”募集说明书 1 声明及提示 一、发行人,2018-08-27,00:00:00,/disclosure/bond/announcement/corporate/c/3325172918919839.pdf,CMS4620313_28_9860,1743489,pdf
9860,2018年第一期浙江武义城市建设投资集团有限公司城市停车场建设专项债券募集说明书,2018年第一期浙江武义城市建设投资集团有限公司城市停车场建设专项债券募集说明书 1 声,2018-08-24,00:00:00,/disclosure/bond/announcement/corporate/c/3324289505444216.pdf,CMS4618084_28_9860,1772815,pdf
9860,2018年树业环保科技股份有限公司绿色债券募集说明书,2018年树业环保科技股份有限公司绿色债券募集说明书 I 声明及提示 一、发行人董事会声,2018-08-24,00:00:00,/disclosure/bond/announcement/corporate/c/3323452023708052.pdf,CMS4618080_28_9860,2421721,pdf
9860,2018年第一期北京市基础设施投资有限公司公司债券募集说明书,2018年第一期北京市基础设施投资有限公司公司债券募集说明书 声明及提示 一、发行人声,2018-08-24,00:00:00,/disclosure/bond/announcement/corporate/c/3323451250426950.pdf,CMS4618088_28_9860,1084271,pdf
9860,2018年第一期北京市基础设施投资有限公司公司债券募集说明书,2018年第一期北京市基础设施投资有限公司公司债券募集说明书 声明及提示 一、发行人声,2018-08-24,00:00:00,/disclosure/bond/announcement/corporate/c/3323451758387189.pdf,CMS4618092_28_9860,1084271,pdf
9860,2018年中国铁路建设债券募集说明书（2018年7月更新版）,声明及提示 声明及提示 一、发行人声明 发行人已批准本次债券募集说明书，承诺其中不存,2018-08-21,00:00:00,/disclosure/bond/announcement/corporate/c/3322498507814568.pdf,CMS4615810_28_9860,1789461,pdf
9860,2018年第十二期中国铁路建设债券募集说明书摘要,2018年第十二期中国铁路建设债券 募集说明书摘要 发行人：中国铁路总公司 牵头主承销商,2018-08-21,00:00:00,/disclosure/bond/announcement/corporate/c/3322498066774312.pdf,CMS4615805_28_9860,1048969,pdf
9860,2018年第一期永修县城市建设投资开发有限公司公司债券募集说明书,2018年第一期永修县城市建设投资开发有限公司公司债券募集说明书 I 声明及提示 一、发,2018-08-21,00:00:00,/disclosure/bond/announcement/corporate/c/3317262406495758.pdf,CMS4615242_28_9860,2007647,pdf
9860,2018年淮安市金湖交通投资有限公司公司债券募集说明书,2018年淮安市金湖交通投资有限公司公司债券募集说明书 1 声明及提示 一、发行人声明 发,2018-08-17,00:00:00,/disclosure/bond/announcement/corporate/c/3318252503905607.pdf,CMS4613125_28_9860,1315612,pdf
9862,珠海华发综合发展有限公司公开发行2018年公司债券募集说明书摘要,珠海华发综合发展有限公司 （住所：珠海市拱北联安路 15 号丽景花园 29 栋 1 楼 102 室,2018-08-14,00:00:00,/disclosure/bond/announcement/company/c/3316539620374246.pdf,CMS4610922_28_9862,3008975,pdf
9862,珠海华发综合发展有限公司公开发行2018年公司债券募集说明书,珠海华发综合发展有限公司 （住所：珠海市拱北联安路 15 号丽景花园 29 栋 1 楼 102 室,2018-08-14,00:00:00,/disclosure/bond/announcement/company/c/3316542376506646.pdf,CMS4610923_28_9862,5105963,pdf
9862,珠海华发综合发展有限公司公开发行2018年公司债券募集说明书,珠海华发综合发展有限公司 （住所：珠海市拱北联安路 15 号丽景花园 29 栋 1 楼 102 室,2018-08-14,00:00:00,/disclosure/bond/announcement/company/c/3316537812193599.pdf,CMS4610919_28_9862,5105963,pdf
9862,珠海华发综合发展有限公司公开发行2018年公司债券募集说明书摘要,珠海华发综合发展有限公司 （住所：珠海市拱北联安路 15 号丽景花园 29 栋 1 楼 102 室,2018-08-14,00:00:00,/disclosure/bond/announcement/company/c/3316543470357234.pdf,CMS4610924_28_9862,3008975,pdf
9860,2018年第一期宜宾市南溪区财源国有资产经营有限责任公司公司债券募集说明书,2018年第一期宜宾市南溪区财源国有资产经营有限责任公司公司债券募集说明书 I 重要声明,2018-08-14,00:00:00,/disclosure/bond/announcement/corporate/c/3313147766085570.pdf,CMS4610449_28_9860,1090524,pdf
9860,2017年义乌市城市投资建设集团有限公司城市停车场和地下综合管廊专项债券募集说明书,2017年义乌市城市投资建设集团有限公司城市停车场和地下综合管廊专项债券募集说明书 -,2018-08-13,00:00:00,/disclosure/bond/announcement/corporate/c/3312287776341259.pdf,CMS4610013_28_9860,4356562,pdf
9860,2018年南京溧水城市建设集团有限公司城市停车场建设专项债券募集说明书,2018年南京溧水城市建设集团有限公司城市停车场建设专项债券募集说明书 I 声明及提示,2018-08-13,00:00:00,/disclosure/bond/announcement/corporate/c/3313064065722723.pdf,CMS4610018_28_9860,1975200,pdf
9860,2018年第一期桐城市建设投资发展有限责任公司城市停车场建设专项债券募集说明书,“18 桐建投专项债 01”募集说明书 1 声明及提示 一、发行人声明 发行人已批准本期债券,2018-08-10,00:00:00,/disclosure/bond/announcement/corporate/c/3310497751484285.pdf,CMS4608848_28_9860,3203403,pdf
9860,2018年广州珠江实业集团有限公司社会领域产业政府和社会资本合作（PPP）项目专项债券募集说明书,2018年「州珠江实血集困有限公司 社佘頠域户血政府和社令瓷本合作 (PPP)項目考項債券,2018-08-08,00:00:00,/disclosure/bond/announcement/corporate/c/3310478693671453.pdf,CMS4607467_28_9860,2300240,pdf
9860,2018年第一期宿迁高新开发投资有限公司公司债券募集说明书,2018年第一期宿迁高新开发投资有限公司 公司债券募集说明书 发行人 宿迁高新开发投资有,2018-08-08,00:00:00,/disclosure/bond/announcement/corporate/c/3310397803727308.pdf,CMS4607462_28_9860,893930,pdf
9862,山东招金集团有限公司2018年公开发行可续期公司债券（第一期）债券募集说明书摘要（面向合格投资者）,山东招金集团有限公司 （招远市盛泰路北埠后东路东） 2018年公开发行可续期公司债券 （,2018-08-06,00:00:00,/disclosure/bond/announcement/company/c/3307031463690318.pdf,CMS4606157_28_9862,1635879,pdf
9862,山东招金集团有限公司2018年公开发行可续期公司债券（第一期）债券募集说明书摘要（面向合格投资者）,山东招金集团有限公司 （招远市盛泰路北埠后东路东） 2018年公开发行可续期公司债券 （,2018-08-06,00:00:00,/disclosure/bond/announcement/company/c/3307032277571184.pdf,CMS4606162_28_9862,1635879,pdf
9862,山东招金集团有限公司2018年公开发行可续期公司债券（第一期）债券募集说明书（面向合格投资者）,山东招金集团有限公司 （招远市盛泰路北埠后东路东） 2018年公开发行可续期公司债券 （,2018-08-06,00:00:00,/disclosure/bond/announcement/company/c/3307032125741141.pdf,CMS4606159_28_9862,5276641,pdf
9862,山东招金集团有限公司2018年公开发行可续期公司债券（第一期）债券募集说明书（面向合格投资者）,山东招金集团有限公司 （招远市盛泰路北埠后东路东） 2018年公开发行可续期公司债券 （,2018-08-06,00:00:00,/disclosure/bond/announcement/company/c/3307031255410169.pdf,CMS4606156_28_9862,5276641,pdf
8349,中科曙光公开发行A股可转换公司债券募集说明书,股票简称：中科曙光 股票代码：603019 曙光信息产业股份有限公司 （注册地址：天津市华,2018-08-02,18:44:07,/disclosure/listedinfo/announcement/c/2018-08-02/603019_20180802_6.pdf,CMS4604713_1_599,6503198,pdf
8349,中科曙光公开发行A股可转换公司债券募集说明书摘要,股票简称：中科曙光 股票代码：603019 曙光信息产业股份有限公司 （注册地址：天津市华,2018-08-02,18:44:06,/disclosure/listedinfo/announcement/c/2018-08-02/603019_20180802_5.pdf,CMS4604712_1_599,2138279,pdf
8349,吴江银行公开发行A股可转换公司债券募集说明书,股票简称：吴江银行 股票代码：603323 江苏吴江农村商业银行股份有限公司 （注册地址：,2018-07-31,20:03:03,/disclosure/listedinfo/announcement/c/2018-07-31/603323_20180731_5.pdf,CMS4603563_1_599,5093275,pdf
8349,吴江银行公开发行A股可转换公司债券募集说明书摘要,股票简称：吴江银行 股票代码：603323 江苏吴江农村商业银行股份有限公司 （注册地址：,2018-07-31,20:03:02,/disclosure/listedinfo/announcement/c/2018-07-31/603323_20180731_4.pdf,CMS4603562_1_599,2458544,pdf
9862,中国建筑第五工程局有限公司公开发行2018年可续期公司债券募集说明书摘要,（住所：长沙市雨花区中意一路158号） 公开发行2018年可续期公司债券（第二期） 募集说,2018-07-27,00:00:00,/disclosure/bond/announcement/company/c/3299990536912045.pdf,CMS4601656_28_9862,3412470,pdf
9860,2018年平度市国有资产经营管理有限公司公司债券募集说明书,2018年平度市国有资产经营管理有限公司公司债券募集说明书 I 声明及提示 一、发行人声,2018-07-27,00:00:00,/disclosure/bond/announcement/corporate/c/3299296860083997.pdf,CMS4601617_28_9860,2171863,pdf
8349,格力地产2018年公开发行公司债券募集说明书摘要,格力地产股份有限公司 （住所：珠海市横琴新区宝华路 6号 105 室-23182（集中办公区）,2018-07-24,19:40:08,/disclosure/listedinfo/announcement/c/2018-07-24/600185_20180724_3.pdf,CMS4599944_1_599,3244201,pdf
8349,格力地产2018年公开发行公司债券募集说明书,1 格力地产股份有限公司 （住所：珠海市横琴新区宝华路 6号 105 室-23182（集中办公区,2018-07-24,19:40:07,/disclosure/listedinfo/announcement/c/2018-07-24/600185_20180724_1.pdf,CMS4599942_1_599,5885732,pdf
8349,高能环境公开发行可转换公司债券募集说明书,证券简称：高能环境 证券代码：603588 北北京京高高能能时时代代环环境境技技术术股股,2018-07-24,19:09:17,/disclosure/listedinfo/announcement/c/2018-07-24/603588_20180724_6.pdf,CMS4599892_1_599,5301530,pdf
8349,高能环境公开发行可转换公司债券募集说明书（摘要）,证券简称：高能环境 证券代码：603588 北北京京高高能能时时代代环环境境技技术术股股,2018-07-24,19:09:16,/disclosure/listedinfo/announcement/c/2018-07-24/603588_20180724_5.pdf,CMS4599891_1_599,2146681,pdf
9860,2018年第十一期中国铁路建设债券募集说明书摘要,目录 目录 释义..................................................................,2018-07-24,00:00:00,/disclosure/bond/announcement/corporate/c/3298408179941769.pdf,CMS4600043_28_9860,580074,pdf
9860,2018年中国铁路建设债券募集说明书（2018年7月更新版）,声明及提示 声明及提示 一、发行人声明 发行人已批准本次债券募集说明书，承诺其中不存,2018-07-24,00:00:00,/disclosure/bond/announcement/corporate/c/3298408575332164.pdf,CMS4600048_28_9860,1789461,pdf
9862,格力地产股份有限公司2018年公开发行公司债券募集说明书,1 格力地产股份有限公司 （住所：珠海市横琴新区宝华路 6号 105 室-23182（集中办公区,2018-07-24,00:00:00,/disclosure/bond/announcement/company/c/3297461003673161.pdf,CMS4599585_28_9862,5885732,pdf
9862,格力地产股份有限公司2018年公开发行公司债券募集说明书摘要,格力地产股份有限公司 （住所：珠海市横琴新区宝华路 6号 105 室-23182（集中办公区）,2018-07-24,00:00:00,/disclosure/bond/announcement/company/c/3297465966296035.pdf,CMS4599591_28_9862,3244201,pdf
9862,格力地产股份有限公司2018年公开发行公司债券募集说明书,1 格力地产股份有限公司 （住所：珠海市横琴新区宝华路 6号 105 室-23182（集中办公区,2018-07-24,00:00:00,/disclosure/bond/announcement/company/c/3297465707915934.pdf,CMS4599589_28_9862,5885732,pdf
9862,格力地产股份有限公司2018年公开发行公司债券募集说明书摘要,格力地产股份有限公司 （住所：珠海市横琴新区宝华路 6号 105 室-23182（集中办公区）,2018-07-24,00:00:00,/disclosure/bond/announcement/company/c/3297461604123463.pdf,CMS4599587_28_9862,3244201,pdf
9862,国开证券股份有限公司公开发行2018年公司债券募集说明书（面向合格投资）,国开证券股份有限公司 （住所：北京市西城区阜成门外大街 29 号 1-9 层） 公开发行201,2018-07-19,00:00:00,/disclosure/bond/announcement/company/c/3293310519112359.pdf,CMS4597418_28_9862,6133857,pdf
9862,国开证券股份有限公司公开发行2018年公司债券募集说明书摘要（面向合格投资者）,国开证券股份有限公司 （住所：北京市西城区阜成门外大街 29号 1-9 层） 公开发行 201,2018-07-19,00:00:00,/disclosure/bond/announcement/company/c/3293311612353166.pdf,CMS4597420_28_9862,1801974,pdf
8349,际华集团公开发行2018年公司债券募集说明书（面向合格投资者）（第一期）,际华集团股份有限公司 公开发行公司债券募集说明书 际华集团股份有限公司 （住所：北京,2018-07-18,19:30:39,/disclosure/listedinfo/announcement/c/2018-07-18/601718_20180718_2.pdf,CMS4597705_1_599,6062637,pdf
8349,际华集团公开发行2018年公司债券募集说明书摘要（面向合格投资者）（第一期）,际华集团股份有限公司 公开发行公司债券募集说明书摘要 际华集团股份有限公司 （住所：,2018-07-18,19:30:39,/disclosure/listedinfo/announcement/c/2018-07-18/601718_20180718_3.pdf,CMS4597706_1_599,2687898,pdf
8349,威帝股份公开发行可转换公司债券募集说明书,股票简称：威帝股份 股票代码：603023 哈尔滨威帝电子股份有限公司 Harbin VITI Elect,2018-07-18,19:17:28,/disclosure/listedinfo/announcement/c/2018-07-18/603023_20180718_5.pdf,CMS4596889_1_599,4039155,pdf
