公司全称,公司简称,公告日期,风险词汇频数,前后存在无等的风险频数,整个债券书字数,风险部分字数统计,风险自然段落统计,风险限定字数句子统计,风险所有句子统计,是否检测到风险章节,文档名称
深圳证券交易所公司,盛路通信,,103,0,254136,6081,33,43,76,是,盛路通信：公开发行可转换公司债券募集说明书_c9c0099f-a4ff-4b82-8700-04b98923a905
公司,,,48,1,72182,2497,21,21,33,是,铁道1819：2018年中国铁路建设债券募集说明书（2018年7月更新版）_26820d00-90ce-4ce4-80f1-7e96153bfab2
博世科 股票代码公司,博世科,,136,9,242030,8450,46,68,100,是,博世科：创业板公开发行可转换公司债券募集说明书_c6e7baaa-57ce-4945-8dd0-fb1e5b3a35ff
公司,,,48,1,72182,2497,21,21,33,是,铁道1820：2018年中国铁路建设债券募集说明书（2018年7月更新版）_a3afbb9d-b58e-47e5-a695-b89b50ac19cc
公司,,,135,6,294817,5272,31,43,64,是,湖北广电：公开发行可转换公司债券募集说明书_5423a0a4-d92d-4b12-a01d-0e4cffb82a45
华通医药 证券公司,,,102,4,207071,4225,24,31,45,是,华通医药：公开发行可转换公司债券募集说明书_70ff64aa-10ca-4f97-bb22-b4d7c2a7319f
南京寒锐钴业股份有限公司,寒锐钴业,,152,11,230267,10402,56,76,127,是,寒锐钴业：创业板公开发行可转换公司债券募集说明书_5ecfaca3-8f6e-41e8-80ee-466e613b8e03
公司,,,48,1,71973,2497,21,21,33,是,铁道1817：2018年中国铁路建设债券募集说明书（2018年5月更新版）_c6406357-1abe-4fba-97e2-8db579f0f15d
三力士股份有限公司,三力士,,111,10,191167,4739,27,35,66,是,三 力 士：公开发行可转换公司债券募集说明书_9164270b-9df9-4cc4-a0e2-0a8d0e2ba804
公司,,,48,1,71973,2497,21,21,33,是,铁道1818：2018年中国铁路建设债券募集说明书（2018年5月更新版）_715b7c80-f1e5-4911-b4be-df06a0b60df2
洲明科技 证券代码公司,,,197,10,330127,9262,54,74,118,是,洲明科技：创业板公开发行可转换公司债券募集说明书_3a84027b-202b-464d-b544-7ec42b785225
特材 证券公司,,,70,6,162021,4508,24,32,45,是,久立特材：可转换公司债券募集说明书_36638250-de83-43e3-89bd-36d194c8a2c2
 东北证券股份有限公司,东北证券,,230,9,181618,8347,36,59,87,是,东北证券：2018年面向合格投资者公开发行公司债券募集说明书_a0d3a96d-f1c6-4b5c-9ba7-f364b943ab36
利欧集团股份有限公司,利欧股份,,115,9,293439,9144,55,65,116,是,利欧股份：公开发行可转换公司债券募集说明书_d14dc3bb-d6cb-421a-a170-70a5b15c570f
中化岩土 股票代码公司,中化岩土,,92,11,197982,4581,25,37,60,是,中化岩土：公开发行可转换公司债券募集说明书_bed0d0cb-3e62-4603-8313-742a40cf3faf
吉林敖东 公司,吉林敖东,,138,12,268500,6795,35,48,82,是,吉林敖东：公开发行可转换公司债券募集说明书_0cb328e8-d3f3-4a68-ab50-172f8499bfe3
长江证券股份有限公司,长江证券,,411,7,255461,8122,46,60,103,是,长江证券：公开发行可转换公司债券募集说明书_5f6b9724-1bbf-4231-a1e6-51c880688842
金新农 A股股票代码公司,金新农,,107,20,239799,5015,30,41,64,是,金新农：2017年度公开发行可转换公司债券募集说明书_49dfbd87-53ea-4b3f-b906-050e5800d3c4
蓝盾信息安全技术股份有限公司,,,139,5,351219,4811,25,36,53,是,蓝盾股份：创业板公开发行可转换公司债券募集说明书_45009e9c-4c62-4bda-94a5-d97d3ffec759
深圳证券交易所公司,凯发电气,,121,2,312742,6696,35,50,76,是,凯发电气：创业板公开发行可转换公司债券募集说明书_23a227ac-4be9-4069-b9ce-9793ba9b99e2
万顺公司,万顺股份,,107,5,186352,3471,28,27,59,是,万顺股份：创业板公开发行可转换公司债券募集说明书_f3545ca8-5d65-4443-8f8a-0cfa09e06d39
激光科技产业集团股份有限公司,,,100,6,295862,4282,29,32,58,是,大族激光：公开发行A股可转换公司债券募集说明书_4bfafaaf-06c3-4b35-81da-d9e6c9da0ef2
康泰生物 股票代码公司,康泰生物,,120,3,190434,9656,50,68,112,是,康泰生物：创业板公开发行可转换公司债券募集说明书_f3a5dcb4-f24d-4eb9-bb2f-b97fc43a45cb
道氏公司,道氏技术,,140,6,219883,6173,34,48,86,是,道氏技术：创业板公开发行可转换公司债券募集说明书_040d1b8f-4735-4a1b-939a-9f701c18b1dc
北京雪迪龙科技股份有限公司,雪迪龙,,115,11,233762,5467,29,37,67,是,雪迪龙：公开发行可转换公司债券募集说明书_6e6d6603-b4bc-4e4f-bac6-a5883dac7de0
太阳纸业 股票代码公司,太阳纸业,,116,8,161772,3620,25,31,48,是,太阳纸业：公开发行A股可转换公司债券募集说明书_1dd50ecd-4715-41d9-b175-c5d6a4c57e61
天康生物 股票代码公司,天康生物,,133,4,189684,6405,36,48,91,是,天康生物：公开发行可转换公司债券募集说明书_71a9ce76-c91e-4c38-a6a1-8a27883de405
东方财富 股票代码公司,东方财富,,169,5,216439,5746,31,43,78,是,东方财富：公开发行可转换公司债券募集说明书_39e09433-4887-44db-a442-0ce462e5c0be
双环传动 证券公司,,,107,3,198667,4836,25,40,66,是,双环传动：公开发行可转换公司债券募集说明书_d0f66049-daa3-4ed3-bf9c-37563bae8156
江西赣锋锂业股份有限公司,,,123,12,238938,7360,37,52,89,是,赣锋锂业：公开发行可转换公司债券募集说明书_f226ee4d-69ab-4391-a9da-9209c920ee64
深圳市崇达电路技术股份有限公司,崇达技术,,128,15,161294,5599,36,51,70,是,崇达技术：公开发行可转换公司债券募集说明书_f3214b88-0d60-4f21-bd67-763b1d4cb54f
公司,众兴菌业,,134,7,225179,10399,41,67,110,是,众兴菌业：公开发行可转换公司债券募集说明书_8bf687e5-fac5-42ab-ab9d-609f223171fa
万达信息 股票代码：300168 万达信息股份有限公司,万达信息,,141,5,275444,6128,32,49,83,是,万达信息：公开发行可转换公司债券募集说明书_a48b9949-ec0d-40f8-b4db-4b7d8ce8f2db
 特一药业集团股份有限公司,特一药业,,129,7,198787,7315,36,54,91,是,特一药业：公开发行可转换公司债券募集说明书_19be040f-2559-4867-80b8-a7dc571f1d8d
上海二三四五网络控股集团股份有限公司,,,107,12,173627,4318,20,31,49,是,二三四五：2018年面向合格投资者公开发行公司债券募集说明书_0081baea-9082-4a1a-bf15-31281d6e2e98
宁波银行公司,宁波银行,,602,16,188433,20032,118,157,242,是,宁波银行：公开发行A股可转换公司债券募集说明书_995805f3-573e-4cb2-b478-c6a6516947af
 浙江亚太机电股份有限公司,,,90,12,199248,3920,25,30,56,是,亚太股份：公开发行可转换公司债券募集说明书_03bcb81b-0d1d-426a-aaeb-e3aeef05f1f3
旅游集团股份有限公司,众信旅游,,112,3,270936,4565,23,39,60,是,众信旅游：公开发行可转换公司债券募集说明书_94970381-407e-4c53-824f-6d8cc64fdfff
安徽国祯环保节能科技股份有限公司,,,114,2,185509,4084,24,31,50,是,国祯环保：创业板公开发行可转换公司债券募集说明书_d62e51e3-6143-4608-9e64-38fa1cb275df
弟科科技技 兄弟科技股份有限公司,,,125,6,215010,8585,49,66,109,是,兄弟科技：公开发行可转换公司债券募集说明书_63db60e7-a560-40b1-a789-511e4c6401bd
浙江水晶光电科技股份有限公司,水晶光电,,100,3,261053,4843,33,29,78,是,水晶光电：公开发行可转换公司债券募集说明书_779c3cbb-eda9-443a-af2a-3b0a2a67ff15
联创电子科技股份有限公司,,,87,13,167131,4600,24,35,58,是,联创电子：2018年面向合格投资者公开发行公司债券募集说明书_4687e7f4-ec45-4c64-9705-ce5893bdb02a
新时达 证券公司,,,104,5,224458,5478,31,39,65,是,新时达：公开发行可转换公司债券募集说明书_798259a3-e8fa-4e10-ba3f-e98185aefa1a
金禾实业 安徽金禾实业股份有限公司,金禾实业,,121,6,244779,7698,41,50,94,是,金禾实业：公开发行可转换公司债券募集说明书_9ed9e1e6-9abd-40b1-a0fd-329afa691e5f
北京捷成世纪科技股份有限公司,,,82,8,195136,6562,31,41,82,是,18捷成01：北京捷成世纪科技股份有限公司2018年面向合格投资者公开发行公司债券募集说明书_6ada05ec-e82c-491f-9a74-6d8c2b82dc88
传化智联股份有限公司,,,77,5,230581,5494,32,43,68,是,传化智联：2018年面向合格投资者公开发行公司债券募集说明书（第一期）_2ee0541a-a1ce-4167-84d2-efd5166cf18e
星源材质公开发行可转换公司,星源材质,,101,3,209953,6830,34,54,89,是,星源材质：创业板公开发行可转换公司债券募集说明书_0fb62589-ddd4-443a-9c7e-6860bf930a9f
恒逸石化股份有限公司,,,201,9,231869,14197,72,109,181,是,恒逸石化：2018年面向合格投资者公开发行“一带一路”公司债券募集说明书_c570c46d-d246-49f7-9eca-4f32a1d8ede7
北京东方雨虹防水技术股份有限公司,东方雨虹,,82,3,233911,4919,28,38,60,是,东方雨虹：公开发行可转换公司债券募集说明书_edee89e1-e0e8-459e-ab9b-23a8635cb3e3
江阴银行公司,江阴银行,,918,21,228932,19946,120,155,265,是,江阴银行：公开发行A股可转换公司债券募集说明书_504b6eb0-3cae-4a6d-91b7-36145201bf5d
日新能源科技股份有限公司,,,104,4,167572,7594,40,47,103,是,拓日新能：2017年面向合格投资者公开发行公司债券募集说明书（更新后）_80758b47-5632-498e-8f6c-6a96ea7924c1
日新能源科技股份有限公司,,,104,4,167572,7594,40,47,103,是,拓日新能：2017年面向合格投资者公开发行公司债券募集说明书_5c72f849-8e26-484c-86c0-184bd58b856c
铁汉生态 股票代码公司,铁汉生态,,135,13,329833,4098,24,33,55,是,铁汉生态：创业板公开发行可转换公司债券募集说明书_3e7e1912-f95f-4886-8464-1fb4faa2cd2f
广州普邦园林股份有限公司,,,99,13,149934,4806,29,31,55,是,普邦股份：2017年面向合格投资者公开发行公司债券募集说明书_6078d9e0-39af-4d68-8d3b-c84494ea1d0f
 蓝思科技股份有限公司,蓝思科技,,120,6,255029,9833,58,71,114,是,蓝思科技：创业板公开发行可转换公司债券募集说明书_7c685baa-0fee-4f9e-be74-ead9c10104b8
传化智联股份有限公司,,,77,5,230190,5494,32,43,68,是,传化智联：2017年面向合格投资者公开发行公司债券募集说明书（第一期）_92d4590d-8336-4ebf-b42a-98c9c01de754
河钢公司,河钢股份,,112,8,189531,9364,49,68,128,是,河钢股份：2018年面向合格投资者公开发行可续期公司债券募集说明书（第二期）_d92b9465-f59a-49fb-aeeb-5e6a670c3e1f
深圳能源集团股份有限公司,,,111,6,206045,8776,37,65,101,是,深圳能源：2017年面向合格投资者公开发行绿色公司债券募集说明书_cfe15675-b2c0-4e7e-8d91-ca8a3321d991
深圳证券交易所公司,,,128,5,237462,4374,22,35,63,是,久其软件：公开发行可转换公司债券募集说明书_106b453e-a580-46c2-929e-14e9cb0510a0
江南模塑科技股份有限公司,模塑科技,,129,9,172730,7472,40,56,90,是,模塑科技：公开发行A股可转换公司债券募集说明书_f4dc8793-fb2e-4a81-9827-9c3bae6a2260
重庆三圣实业股份有限公司,,,137,12,186639,6508,34,52,86,是,三圣股份：2017年面向合格投资者公开发行公司债券募集说明书_475c85be-110d-439b-8ff5-ab6f8505ae9b
江苏中利集团股份有限公司,中利集团,,148,14,194130,11999,54,76,146,是,中利集团：2017年面向合格投资者公开发行绿色公司债券募集说明书（第一期）_f38ae5ae-a59e-4825-bec6-28f3f2bd12ab
山东未名生物医药股份有限公司,A股未名医药,,71,6,143254,4457,21,29,59,是,未名医药：2017年面向合格投资者公开发行公司债券募集说明书_c6b5670f-bf35-4a90-9d15-8e5ddc49158c
山西永东化工股份有限公司,永东股份,,128,5,173903,7420,40,54,103,是,永东股份：公开发行可转换公司债券募集说明书_32f49d4f-4802-4541-a210-df6925146709
深圳市爱施德股份有限公司,,,117,9,147214,4908,25,35,54,是,爱施德：2017年面向合格投资者公开发行公司债券募集说明书_76e20dc6-0c26-401b-a7a4-37d10f52928c
.SZ 格林美股份有限公司,格林美,,112,9,267682,8613,40,56,92,是,格林美：2017年公开发行公司债券募集说明书（面向合格投资者）_6cc94d5b-1b5d-4727-b3e8-ce4b43dd1889
天顺风能 天顺风能（苏州）股份有限公司,天顺风能,,78,8,134031,5065,30,37,65,是,天顺风能：2017年面向合格投资者公开发行公司债券募集说明书_d06b3631-7729-458b-a39b-d530ea295fe5
河钢公司,河钢股份,,115,9,200309,9842,50,73,131,是,河钢股份：2018年面向合格投资者公开发行可续期公司债券募集说明书（第一期）_2760fd98-6533-4633-b3e8-cc0e30d1cf43
智联股份有限公司,,,77,5,230581,5494,32,43,68,是,18传化01：传化智联股份有限公司2018年面向合格投资者公开发行公司债券募集说明书（第一期）_ed031fbf-041c-4f2e-808c-e8793eabde3a
美年大健康产业控股股份有限公司,,,180,12,317538,12797,52,95,132,是,18美年01：美年大健康产业控股股份有限公司2018年面向合格投资者公开发行公司债券募集说明书（第一期）_d6b72409-67b9-4a4f-a248-e4608b73eb0f
河南新野纺织股份有限公司,,,103,2,127240,6574,40,48,86,是,新野纺织：2017年面向合格投资者公开发行公司债券募集说明书_195621a5-c9d9-49b0-84bc-2514ba47fb15
北京清新环境技术股份有限公司,,,55,6,103026,5199,42,42,68,是,清新环境：2016年公司绿色债券募集说明书_f304c83d-385b-48a0-8886-970a186c76a4
恒逸石化股份有限公司,,,201,9,231869,14197,72,109,181,是,18恒逸R1：恒逸石化股份有限公司2018年面向合格投资者公开发行“一带一路”公司债券募集说明书_e2d322a3-248e-4d80-bea6-2ed542dfbd37
凯撒旅游 股票代码公司,凯撒旅游,,112,10,214031,5542,28,40,76,是,凯撒旅游：2017年面向合格投资者公开发行公司债券募集说明书_8a2294ae-4b10-444a-9c8a-e8623d4d4d41
nan公司,,,115,6,123094,6375,39,51,88,是,18招商R1：2018年面向合格投资者公开发行“一带一路”公司债券募集说明书_b7d0ec77-8842-477f-88c5-46284dfb99f8
株洲市国有资产投资控股集团有限公司,,,117,4,191716,11501,51,86,146,是,17株国02：2017年公开发行公司债券募集说明书（面向合格投资者）_31d9171e-ba54-4760-bb0b-4a71e0245ea9
株洲市国有资产投资控股集团有限公司,,,117,4,191716,11501,51,86,146,是,17株国01：2017年公开发行公司债券募集说明书（面向合格投资者）_363d58df-75e1-46f2-8140-9707abac1d71
日新能源科技股份有限公司,,,0,0,305,0,0,0,0,否,17拓日债：《深圳市拓日新能源科技股份有限公司2017年面向合格投资者公开发行公司债券募集说明书》更正公告_788c12cd-4e0a-46bf-b9e9-b0f70a98c8b3
