公司全称,公司简称,公告日期,风险词汇频数,前后存在无等的风险频数,整个债券书字数,风险部分字数统计,风险自然段落统计,文档名称
:欣旺达公司,欣旺达,2017-06-07,84,11,147689,4365,44,欣旺达：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_aefb12e3-fe0a-4961-af23-2f1c2a45194b
湖南电广传媒股份有限公司,18湘电01,2018-01-25,106,12,142212,5174,57,18湘电01：湖南电广传媒股份有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_0dacf41f-f225-4e01-b7e7-f830ad1e9e07
深圳华侨城股份有限公司,18侨城01,2018-01-15,102,6,193201,4645,54,18侨城01：深圳华侨城股份有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_780533cc-a526-48dc-aaaf-160bcf4c1a65
深圳国际控股有限公司,18国际P1,2018-01-17,94,7,136237,4462,48,18国际P1：深圳国际控股有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_d3deab06-e78b-4b0c-8e76-556178654464
深圳华侨城股份有限公司,18侨城02,2018-01-15,102,6,193201,4645,54,18侨城02：深圳华侨城股份有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_3f77ff8a-7674-4bcc-90e8-ab3c3f52d914
思辰 股票代码公司,立思辰,2017-05-24,91,9,171057,4890,47,立思辰：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_d3b1513b-ad23-4833-9589-25bb85e8b6a8
浙江盾安人工环境股份有限公司,盾安环境,2017-05-22,124,7,188521,6356,63,盾安环境：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_d49eb87c-f83f-4984-9607-05bfa7376c5d
国信证券股份有限公司,国信证券,2017-04-12,238,6,148970,7541,71,国信证券：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_5bc01726-067d-4331-a548-b49d4cfa9bf7
深圳市英唐智能控制股份有限公司,18英唐01,2017-12-29,117,8,184198,4942,49,18英唐01：深圳市英唐智能控制股份有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_db6df237-5903-467b-9210-d2c081a85a0d
江苏中南建设集团股份有限公司,17中南02,2017-12-25,100,8,219488,4124,52,17中南02：江苏中南建设集团股份有限公司2017年面向合格投资者公开发行公司债券（第二期）募集说明书_e317fe76-342f-43ff-8370-2bf879e57b5b
浙江昆仑控股集团有限公司,17昆仑01,2017-04-25,124,7,144927,6291,64,17昆仑01：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_5ff1b1b5-efdd-4bcd-8bd6-bfc6618e3e21
金金洲洲慈慈航航 金金洲洲慈慈航航集集团团股股份份有有限限公公司,金洲慈航,2017-04-26,166,9,171458,7136,80,金洲慈航：2017年面向合格投资者公开发行公司债券（第二期）募集说明书_49b8c788-379a-423a-bf2b-38ec710c692f
深圳市创新投资集团有限公司,17深创投,2017-12-12,148,10,183219,6614,70,17深创投：深圳市创新投资集团有限公司2017年面向合格投资者公开发行创新创业公司债券（第一期）募集说明书_790f6510-3c07-400f-a994-71902e1f5461
江苏中南建设集团股份有限公司,17中南01,2017-12-11,100,8,219606,4124,52,17中南01：江苏中南建设集团股份有限公司2017年面向合格投资者公开发行公司债券（第一期）募集说明书_9b6e7b19-517d-44cb-85ec-b9c6abdbe9fc
物美控股集团有限公司,17物美01,2017-04-21,104,13,194646,5031,52,17物美01：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_ada8336d-4659-4740-8bc1-a7f3afe1e5e6
协鑫智慧能源股份有限公司,17鑫能G1,2017-12-05,84,5,171626,4578,45,17鑫能G1：协鑫智慧能源股份有限公司2017年面向合格投资者公开发行绿色公司债券（第一期）募集说明书_f0ff10a3-ca98-40bf-b889-7b78c5e0f224
TCL 集团股份有限公司,TCL 集团,2017-04-17,148,17,203517,7766,71,TCL 集团：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_269e62fb-049e-4aee-b5f8-943e7e97e2e9
公司,山西证券,2017-03-13,202,10,144996,6950,78,山西证券：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_7961d8c3-dcc2-4337-8001-21b9559ae009
贵州信邦制药股份有限公司,17信邦01,2017-11-30,109,8,202111,5377,56,17信邦01：贵州信邦制药股份有限公司2017年面向合格投资者公开发行公司债券（第一期）募集说明书_184e4c0e-5ed2-4db7-a656-fd5f797162cf
山东丽鹏股份有限公司,17丽鹏G1,2017-11-29,88,8,207845,3746,42,17丽鹏G1：山东丽鹏股份有限公司2017年面向合格投资者公开发行绿色公司债券（第一期）募集说明书_25372c25-a881-4750-88cd-e000a60c4701
山东丽鹏股份有限公司,丽鹏股份,2017-11-29,88,8,207845,3746,42,丽鹏股份：2017年面向合格投资者公开发行绿色公司债券（第一期）募集说明书_b64939e6-5dc1-454c-b412-1f4544f3e2ff
深圳市英唐智能控制股份有限公司,17英唐01,2017-11-24,117,8,183297,4923,49,17英唐01：深圳市英唐智能控制股份有限公司2017年面向合格投资者公开发行公司债券（第一期）募集说明书_021e78e1-92f8-4b30-a52c-b25915016895
北京四维图新科技股份有限公司,17四维01,2017-11-21,108,11,199808,4486,50,17四维01：北京四维图新科技股份有限公司2017年公开发行公司债券（第一期）募集说明书_3777e0fc-f6e2-4ee7-9ec1-0ebd2bd1a5c4
游族网络股份有限公司,游族网络,2017-04-05,105,13,171374,5385,55,游族网络：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_30ba24b0-08be-411a-b2ce-50271f63d5a0
金金洲洲慈慈航航 金金洲洲慈慈航航集集团团股股份份有有限限公公司,金洲慈航,2017-03-30,166,9,171475,7106,80,金洲慈航：2017年面向合格投资者公开发行债券（第一期）募集说明书_f1263b49-a452-4da1-8572-3bba2b276669
广州市香雪制药股份有限公司,17制药02,2017-11-21,179,21,202247,8460,89,17制药02：广州市香雪制药股份有限公司2017年面向合格投资者公开发行公司债券（第二期）募集说明书_97fcb157-fb5f-405d-bfdc-5b10500ac922
深圳能源集团股份有限公司,17深能01,2017-11-17,103,3,191869,5410,51,17深能01：深圳能源集团股份有限公司2017年面向合格投资者公开发行公司债券（第一期）募集说明书（更新后）_483fd3b1-7b53-400d-abe6-d033620a6617
深圳能源集团股份有限公司,17深能01,2017-11-16,103,3,192117,5440,51,17深能01：深圳能源集团股份有限公司2017年面向合格投资者公开发行公司债券（第一期）募集说明书_454bdcc4-9306-407c-ab7f-8863b0b2c6d5
深圳能源集团股份有限公司,17深能02,2017-11-17,103,3,191869,5410,51,17深能02：深圳能源集团股份有限公司2017年面向合格投资者公开发行公司债券（第一期）募集说明书（更新后）_6489e60f-6ca6-4b62-9871-660903e92d96
深圳能源集团股份有限公司,17深能02,2017-11-16,103,3,192117,5440,51,17深能02：深圳能源集团股份有限公司2017年面向合格投资者公开发行公司债券（第一期）募集说明书_9b6220e3-0290-4e66-aa80-ba14177c21d2
公开发行证券公司,华茂股份,2017-03-29,88,6,127822,3788,42,华茂股份：2017年公开发行公司债券（第一期）募集说明书_1ee3dad0-073f-4a5e-baa3-75c719c3183a
招商局蛇口工业区控股股份有限公司,17蛇口01,2017-11-15,128,12,180388,5688,64,17蛇口01：招商局蛇口工业区控股股份有限公司2017年面向合格投资者公开发行公司债券（第一期）募集说明书_2db40842-189e-4150-98cf-2770e2bec7fa
招商局蛇口工业区控股股份有限公司,17蛇口02,2017-11-15,128,12,180388,5688,64,17蛇口02：招商局蛇口工业区控股股份有限公司2017年面向合格投资者公开发行公司债券（第一期）募集说明书_600ebf0c-fffd-4c98-898b-78a58e0751f2
北京昆仑万维科技股份有限公司,18万维S2,2018-04-19,118,3,192435,4968,54,18万维S2：北京昆仑万维科技股份有限公司2018年面向合格投资者公开发行创新创业公司债券（第二期）募集说明书_e79a92ed-f056-4240-8ea3-0ebfc2628dfa
公开发行证券公司,招商蛇口,2017-11-15,128,12,180140,5682,64,招商蛇口：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_789a4a9c-a134-42a2-b1dd-b8f0068b1b50
江西正邦科技股份有限公司,17正邦01,2017-11-15,98,8,181191,4622,49,17正邦01：江西正邦科技股份有限公司2017年面向合格投资者公开发行公司债券（第一期）募集说明书_db757589-4e2e-4f9e-bb60-7feb83835738
安徽盛运环保（集团）股份有限公司,盛运环保,2017-03-21,105,6,228966,5094,56,盛运环保：2017年公开发行公司债券（第一期）募集说明书（面向合格投资者）_8cc95bf2-f57a-4de9-88d8-570937b5b0b1
 湖北华昌达智能装备股份有限公司,华昌达,2017-03-20,117,9,132999,4690,57,华昌达：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_b75013b2-5188-44f9-bcd4-5832bb62d2af
广东温氏食品集团股份有限公司,温氏股份,2017-03-16,86,10,169924,4112,38,温氏股份：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_48d3e37a-7d0e-4976-981b-e30aa5535fc3
深圳市科陆电子科技股份有限公司,科陆电子,2017-03-20,100,11,262704,5035,54,科陆电子：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_ba0b7795-edde-4b63-8b17-808d8257d9f3
北京昆仑万维科技股份有限公司,18万维S2,2018-04-11,118,3,192123,4934,54,18万维S2：北京昆仑万维科技股份有限公司2018年面向合格投资者公开发行创新创业公司债券（第二期）募集说明书_55094f33-27a0-4c89-b1da-93852dfb122b
山东高速路桥集团股份有限公司,山东路桥,2017-03-08,123,8,171849,6985,64,山东路桥：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_569ca9a2-a7a0-4a4a-a117-8920a05f339e
四川科伦药业股份有限公司,科伦药业,2017-03-09,97,12,169089,4903,48,科伦药业：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_554922d6-d0d3-4951-a69f-333513ce8500
东江环保股份有限公司,东江环保,2017-03-08,92,8,177596,4682,44,东江环保：2017年面向合格投资者公开发行绿色公司债券（第一期）募集说明书_93979605-7f8d-4403-89aa-fadf06a36954
深圳欧菲光科技股份有限公司,欧菲光,2017-02-16,87,17,167093,2976,34,欧菲光：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_2d059e3c-bc52-4f21-84b7-70b4b60903bb
北京昆仑万维科技股份有限公司,昆仑万维,2017-09-18,118,3,187381,4868,54,昆仑万维：2017年面向合格投资者公开发行创新创业公司债券（第一期）募集说明书_a06a2610-6b3c-4fc2-b64d-381b9dd211aa
大连天神娱乐股份有限公司,天神娱乐,2017-01-17,127,11,156894,5062,58,天神娱乐：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_11fcb91f-92ca-4186-bb90-ca14971f21df
广发证券股份有限公司,广发证券,2017-07-20,268,8,181454,8864,88,广发证券：2017年面向合格投资者公开发行公司债券（第二期）募集说明书_3cccd392-f119-4d53-a2fb-cb973c94c939
北京昆仑万维科技股份有限公司,18万维S1,2018-01-29,118,3,195851,4915,54,18万维S1：北京昆仑万维科技股份有限公司2018年面向合格投资者公开发行创新创业公司债券（第一期）募集说明书_55993c25-2753-48d2-99f5-38654ea8da3d
凯迪生态 凯迪生态环境科技股份有限公司,凯迪生态,2016-12-13,85,6,163936,3749,42,凯迪生态：2016年面向合格投资者公开发行公司债券（第二期）募集说明书_79b670e6-803b-4abf-9706-00297adf9559
宝新能源 股票代码公司,宝新能源,2016-12-08,88,9,145263,3860,42,宝新能源：2016年公开发行公司债券（第二期）募集说明书_ea01edc2-51e6-437c-bd18-19978802f996
北京捷成世纪科技股份有限公司,捷成股份,2016-12-07,78,9,167343,4312,39,捷成股份：2016年面向合格投资者公开发行公司债券（第一期）募集说明书_6e959ebd-6480-4f77-83c8-45010341fd30
合力泰科技股份有限公司,合力泰,2016-12-01,78,7,167032,3923,39,合力泰：2016年面向合格投资者公开发行公司债券（第一期）募集说明书_45db6bd0-d56f-448a-9e6c-887d3e9dad48
宝新能源 股票代码公司,宝新能源,2016-11-24,88,9,145727,3900,42,宝新能源：2016年公开发行公司债券（第一期）募集说明书（面向合格投资者）_f17a4534-cbdb-416e-ab1f-c06a522ad3df
广联达 公司,广联达,2016-11-18,55,5,118946,2663,26,广联达：2016年面向合格投资者公开发行公司债券（第一期）募集说明书_f0d5fadc-c0de-4f9b-8249-a4daab69f0de
 《公司,宝鹰股份,2017-07-10,75,12,166887,3771,37,宝鹰股份：2017年面向合格投资者公开发行公司债券（第一期）募集说明书（发行稿）_2ed3160e-a203-4401-ae4f-eabc98f4cff6
浙富控股 公司,浙富控股,2016-11-09,69,7,138483,3182,34,浙富控股：2016年面向合格投资者公开发行公司债券（第一期）募集说明书_47c8fab4-e206-4e96-9be0-423114175d34
万丰奥特控股集团有限公司,16万丰01,2016-11-08,113,6,156210,5470,59,16万丰01：2016年面向合格投资者公开发行公司债券（第一期）募集说明书_ad2c266f-bc56-4e11-9b4f-0daf4f0836d2
湖北能源 股票代码公司,湖北能源,2016-11-09,62,10,105048,2512,30,湖北能源：公开发行2016年公司债券（第一期）募集说明书_9511f211-1f0b-4792-a544-c47fe31242c1
东营市垦利县永莘路北） 万达集团股份有限公司,16万集01,2016-09-05,92,14,187768,4648,47,16万集01：2016年面向合格投资者公开发行公司债券（第一期）募集说明书_3d714ad5-7845-4013-af29-dfda72e5c6e7
景峰医药 公司,景峰医药,2016-10-25,93,7,183835,4741,45,景峰医药：2016年面向合格投资者公开发行公司债券（第一期）募集说明书_ae38b4ea-1d93-49ff-bb23-1fc4e1eb25f7
广发证券股份有限公司,广发证券,2017-05-05,267,8,168478,8810,88,广发证券：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_495225df-72df-46eb-8ee3-41bebf0ad8c9
江苏双星彩塑新材料股份有限公司,双星新材,2016-10-24,72,14,108092,3850,34,双星新材：2016年面向合格投资者公开发行公司债券（第一期）募集说明书_49a60c0f-cbcf-4fe3-a30b-1ef2f481509f
天广中茂股份有限公司,天广中茂,2016-10-25,88,4,167976,4174,44,天广中茂：2016年面向合格投资者公开发行公司债券（第一期）募集说明书_465e8814-ad74-4c7a-b114-b43b78dd1e55
天保基建 天津天保基建股份有限公司,天保基建,2016-10-20,91,13,124098,3939,47,天保基建：2016年面向合格投资者公开发行公司债券（第一期）募集说明书_e6c692fa-98fd-430e-ad68-2092db3f8dbc
北京东方园林生态股份有限公司,东方园林,2016-10-20,162,43,187546,6988,78,东方园林：2016年面向合格投资者公开发行公司债券（第三期）募集说明书_6cc269bc-6303-451b-82ff-e7c81ceb271a
