公司全称,公司简称,公告日期,风险词汇频数,前后存在无等的风险频数,整个债券书字数,风险部分字数统计,风险自然段落统计,文档名称
唐山三友化工股份有限公司,,2015-12-15,170,18,347416,6712,86,三友化工公开发行2015年公司债券募集说明书_600409_20151215_1
唐山三友化工股份有限公司,,2015-12-15,170,18,347416,6712,86,唐山三友化工股份有限公司公开发行2015年公司债券募集说明书（面向合格投资者）_2475090757512404
唐山三友化工股份有限公司,,2015-12-15,170,18,347416,6712,86,唐山三友化工股份有限公司公开发行2015年公司债券募集说明书（面向合格投资者）_2475093834025287
广州合景房地产开发有限公司,,2015-12-14,204,24,291760,9677,106,广州合景房地产开发有限公司2015年公开发行公司债券募集说明书_2472511615485815
广州合景房地产开发有限公司,,2015-12-14,204,24,291760,9677,106,广州合景房地产开发有限公司2015年公开发行公司债券募集说明书_2472512210815994
无锡市交通产业集团有限公司,,2015-12-14,206,17,298112,8480,108,无锡市交通产业集团有限公司2015年（第一期）公司债券募集说明书_2471435492598017
北京汽车投资有限公司,,2015-12-11,78,6,115025,2891,35,北京汽车投资有限公司2015年（第一期）公司债券募集说明书（以此为准）_2471581905215426
芜湖市鸠江建设投资有限公司,,2015-12-10,0,0,0,0,0,芜湖市鸠江建设投资有限公司关于拟修改2014年芜湖市鸠江建设投资有限公司公司债券募集说明书条款的公告_2471442598780762
山西国际电力集团有限公司,,2015-12-10,140,14,326740,6816,72,山西国际电力集团有限公司公开发行公司债券募集说明书（第二期）（面向合格投资者）_2469035527108273
广东省公路建设有限公司,,2015-12-09,126,8,263450,5913,60,广东省公路建设有限公司2015年公司债券募集说明书_2469854500657615
江苏连云港港口股份有限公司,,2015-12-08,168,28,326628,6762,70,连云港公开发行公司债券募集说明书_601008_20151208_1
北京汽车投资有限公司,,2015-12-08,79,6,114889,2932,36,北京汽车投资有限公司2015年（第一期）公司债券募集说明书_2468978734267769
上海华信国际集团有限公司,,2015-12-08,210,14,424758,11325,112,上海华信国际集团有限公司2015年公司债券募集说明书_2468984064950654
华泰集团有限公司,,2015-12-08,244,14,271460,10768,133,华泰集团有限公司2015年公开发行公司债券募集说明书（第一期）（面向合格投资者）_2468970643916024
江苏连云港港口股份有限公司,,2015-12-08,168,28,326628,6762,70,江苏连云港港口股份有限公司2015年公司债券募集说明书_2469107322303353
方兴地产投资管理（上海）有限公司,,2015-12-07,214,18,283502,9528,106,方兴地产投资管理（上海）有限公司2015年公司债券募集说明书_2466435689621304
河南瑞贝卡发制品股份有限公司,瑞贝卡,2015-12-04,162,38,233454,6282,65,瑞贝卡公开发行2015年公司债券募集说明书_600439_20151204_1
上海国有资产经营有限公司,,2015-12-04,276,18,272206,11992,126,上海国有资产经营有限公司2015年可交换公司债券募集说明书（面向公众投资者）_2465603826385189
河南瑞贝卡发制品股份有限公司,瑞贝卡,2015-12-04,162,38,233454,6282,65,河南瑞贝卡发制品股份有限公司公开发行2015年公司债券募集说明书_2465425167060507
中国航空技术国际控股有限公司,,2015-12-03,186,18,364472,6874,93,中国航空技术国际控股有限公司公开发行2015年公司债券募集说明书_2464640135518648
陕西必康制药集团控股有限公司,,2015-12-03,202,16,265810,9719,100,陕西必康制药集团控股有限公司公开发行2015年公司债券募集说明书_2464523401638986
内蒙古双欣能源化工有限公司,,2015-12-02,150,12,240250,6476,68,内蒙古双欣能源化工有限公司2015年公司债券募集说明书_2463777711713126
河北省新合作控股集团有限公司,,2015-12-01,184,32,254930,8338,96,河北省新合作控股集团有限公司2015年公开发行公司债券募集说明书_2462933117244522
海通开元投资有限公司,,2015-12-01,320,22,208274,10580,125,海通开元投资有限公司公开发行2015年公司债券募集说明书（面向合格投资者）（品种一）_2460334811107724
海通开元投资有限公司,,2015-12-01,320,22,208274,10580,125,海通开元投资有限公司公开发行2015年公司债券募集说明书（面向合格投资者）（品种二）_2460335927628691
山西国际电力集团有限公司,,2015-11-25,142,14,325738,6833,73,山西国际电力集团有限公司公开发行公司债券募集说明书（第一期）（面向合格投资者）_2457613538255027
东方证券股份有限公司,东方证券,2015-11-24,330,22,323848,11893,130,东方证券公开发行2015年公司债券募集说明书_600958_20151124_2
东方证券股份有限公司,东方证券,2015-11-24,330,22,323848,11893,130,东方证券股份有限公司公开发行2015年公司债券募集说明书(面向公众投资者）_2456823592193181
大连港集团有限公司,,2015-11-24,42,16,55208,1304,8,大连港集团有限公司公开发行2015年公司债券募集说明书评级报告_2456870762405384
大连港集团有限公司,,2015-11-24,142,14,298632,6790,73,大连港集团有限公司公开发行2015年公司债券募集说明书_2456883359038198
宜华企业（集团）有限公司,,2015-11-20,186,18,238362,8106,90,宜华企业（集团）有限公司2015年公开发行公司债券募集说明书（公告）_2453297074984186
山东玉皇化工有限公司,,2015-11-19,192,16,245238,8646,105,山东玉皇化工有限公司公开发行2015年公司债券募集说明书（面向合格投资者）_2452567244414215
安源煤业集团股份有限公司,,2015-11-18,168,26,364978,8350,89,安源煤业公开发行2014年公司债券募集说明书_600397_20151118_2
1 安源煤业集团股份有限公司,,2015-11-18,168,26,364978,8350,89,1 安源煤业集团股份有限公司公开发行2014年公司债券募集说明书_2452372284717131
中海地产集团有限公司,,2015-11-17,150,16,301707,7212,76,中海地产集团有限公司2015年公司债券募集说明书_2451109353820562
中海地产集团有限公司,,2015-11-17,150,16,301707,7212,76,中海地产集团有限公司2015年公司债券募集说明书_2451110547830733
东旭集团有限公司,,2015-11-11,190,18,295138,9765,96,东旭集团有限公司2015年第二期公司债券募集说明书_2445595962341045
苏州元禾控股有限公司,,2015-11-06,138,23,136448,6474,66,苏州元禾控股有限公司2015年公开发行公司债券募集说明书_2441414139823794
东吴证券股份有限公司,,2015-11-05,316,14,281392,12681,136,东吴证券公开发行2015年公司债券募集说明书_601555_20151105_1
东吴证券股份有限公司,,2015-11-05,316,14,281392,12681,136,东吴证券股份有限公司公开发行2015年公司债券募集说明书（面向合格投资者）_2440455063069657
华宝投资有限公司,,2015-11-05,130,8,122590,5664,49,华宝投资有限公司2015年公司债券募集说明书_2440361240577574
常熟市发展投资有限公司,,2015-11-05,188,4,325714,9121,94,常熟市发展投资有限公司公开发行2015年公司债券募集说明书_2440424330825012
科技产业集团股份有限公司,,2015-11-04,226,36,334410,12576,121,武汉当代科技产业集团股份有限公司公开发行公司债券募集说明书_2439455865864758
上海城开（集团）有限公司,,2015-11-03,146,14,235194,7680,77,上海城开（集团）有限公司2015年公司债券募集说明书_2436242827157612
内蒙古阜丰生物科技有限公司,,2015-11-03,130,12,217120,5864,64,内蒙古阜丰生物科技有限公司2015年公司债券募集说明书_2438804673282961
上海国盛（集团）有限公司,,2015-11-03,206,14,306526,9622,98,上海国盛（集团）有限公司2015年可交换公司债券募集说明书_2438827279627179
金宇集团股份有限公司,,2015-10-29,116,6,293670,5614,62,赛轮金宇2015年公开发行公司债券募集说明书_601058_20151029_1
公司,,2015-10-29,570,16,363086,22306,198,2015年华安证券股份有限公司债券募集说明书_2433664660305970
公司,,2015-10-29,570,16,363086,22306,198,2015年华安证券股份有限公司债券募集说明书_2433662536115451
金宇集团股份有限公司,,2015-10-29,116,6,293670,5614,62,赛轮金宇集团股份有限公司2015年公开发行公司债券募集说明书（面向合格投资者）_2434444921203170
福建省投资开发集团有限责任公司,,2015-10-27,0,0,13250,0,0,福建省投资开发集团有限责任公司公开发行2015年公司债券募集说明书_2433524707218092
财达证券有限责任公司,,2015-10-26,434,28,252882,13473,150,财达证券有限责任公司2015年公开发行公司债券募集说明书_2430156611933508
清华控股有限公司,,2015-10-22,288,4,367924,10152,108,清华控股有限公司公开发行2015年可交换公司债券募集说明书_2428518625342434
山东如意科技集团有限公司,,2015-10-21,162,12,236372,8094,82,山东如意科技集团有限公司2015 年公司债券募集说明书_2427353834207865
福建省能源集团有限责任公司,,2015-10-20,90,9,127197,4024,44,福建省能源集团有限责任公司公开发行2015年公司债券募集说明书_2424063784583252
西安建工（集团）有限责任公司,,2015-10-16,99,10,145204,4827,50,西安建工（集团）有限责任公司2015年公司债券募集说明书_2422513830015444
浙江省国有资本运营有限公司,,2015-10-15,234,12,435648,10338,125,浙江省国有资本运营有限公司公开发行公司债券募集说明书（面向合格投资者）_2422346610443716
西藏城市发展投资股份有限公司,,2015-10-13,79,6,119027,3652,40,西藏城投公开发行公司债券募集说明书_600773_20151013_2
西藏城市发展投资股份有限公司,,2015-10-13,79,6,119027,3652,40,西藏城市发展投资股份有限公司公开发行公司债券募集说明书（面向合格投资者）_2420599873137073
厦门住宅建设集团有限公司,,2015-10-12,148,8,283606,7464,74,厦门住宅建设集团有限公司2015年公司债券募集说明书_2417116181134572
湖南盈德气体有限公司,,2015-09-30,174,10,257492,7530,88,2 湖南盈德气体有限公司2015年公开发行公司债券募集说明书_2409391152860928
月星集团有限公司,,2015-09-24,234,14,278688,9966,100,1-1 月星集团有限公司公开发行2015年公司债券募集说明书_2403403049104335
南山铝业 公司,南山铝业,2015-09-23,158,14,317996,6820,72,南山铝业公开发行2015年公司债券募集说明书（第一期）_600219_20150923_2
山东金茂纺织化工集团有限公司,,2015-09-23,190,20,300396,9341,97,山东金茂纺织化工集团有限公司公开发行公司债券募集说明书（面向合格投资者）_2403279276047563
天瑞集团水泥有限公司,,2015-09-23,260,12,297852,11909,140,天瑞集团水泥有限公司公开发行2015年公司债券募集说明书_2403307456375626
盛屯矿业 股票代码公司,盛屯矿业,2015-09-22,236,22,293598,11622,108,盛屯矿业公开发行2015年公司债券募集说明书_600711_20150922_2
盛屯矿业 股票代码公司,盛屯矿业,2015-09-22,236,22,293598,11622,108,（2015年9月22日，T-2日公告）15盛屯债：公开发行2015年公司债券募集说明书_2402248299340706
平高电气 股票代码公司,平高电气,2015-09-14,62,2,131360,2753,28,平高电气公开发行2015年公司债券募集说明书_600312_20150914_2
河南平高电气股份有限公司,平高电气,2015-09-14,62,2,131360,2753,28,河南平高电气股份有限公司公开发行2015年公司债券募集说明书_2393735455531930
 新疆金融投资有限公司,,2015-09-14,73,6,114150,3664,33,1、 新疆金融投资有限公司2015年公开发行公司债券募集说明书_2393668430938047
花样年集团（中国）有限公司,,2015-09-14,124,14,256522,6552,62,花样年集团（中国）有限公司公开发行2015年公司债券募集说明书_2393914317420258
奇安徽金融控股有限公司,,2015-09-11,169,16,131325,6505,68,正奇安徽金融控股有限公司2015年公开发行公司债券募集说明书_2393003382460111
北京同创九鼎投资管理股份有限公司,,2015-08-27,218,28,245434,8763,95,北京同创九鼎投资管理股份有限公司2015年公司债券募集说明书_2379966337669959
齐鲁证券有限公司,,2015-08-26,306,16,242354,12062,130,2、齐鲁证券有限公司2015年公司债券募集说明书_2379165936714560
 冠城大通股份有限公司,冠城大通,2015-08-24,202,10,367672,8192,100,冠城大通公开发行2015年公司债券募集说明书_600067_20150824_2
冠城大通股份有限公司,冠城大通,2015-08-24,202,10,367672,8192,100,冠城大通股份有限公司2015年公司债券募集说明书_2375702878947685
江西长运 股票代码公司,江西长运,2015-08-20,210,14,319912,10398,108,江西长运公开发行2015年公司债券募集说明书_600561_20150820_5
祥源控股集团有限责任公司,,2015-08-20,190,20,259382,8164,89,祥源控股集团有限责任公司公开发行公司债券募集说明书_122438_20150820_2
江西长运股份有限公司,江西长运,2015-08-20,210,14,319912,10398,108,江西长运股份有限公司公开发行2015年公司债券募集说明书_122441_20150820_1
广西金融投资集团有限公司,,2015-08-19,154,14,108913,5988,62,广西金融投资集团有限公司公开发行2015公司债券募集说明书_122443_20150819_1
兴发集团公司,兴发集团,2015-08-18,202,16,336432,10716,100,兴发集团公开发行2015年公司债券募集说明书_600141_20150818_2
红豆集团有限公司,,2015-08-18,0,0,1672878,0,0,红豆集团有限公司公开发行2015年公司债券募集说明书_122439_20150818_6
湖北兴发化工集团股份有限公司,兴发集团,2015-08-18,202,16,336432,10716,100,湖北兴发化工集团股份有限公司公开发行2015年公司债券募集说明书_122435_20150818_2
湖北清能地产集团有限公司,,2015-08-14,132,20,200234,5273,65,湖北清能地产集团有限公司2015年公开发行公司债券募集说明书_122434_20150814_2
中信建投证券股份有限公司,,2015-08-11,454,24,267592,14569,186,中信建投证券股份有限公司2015年公开发行公司债券募集说明书_122428_20150811_1
福建高速 公司,福建高速,2015-08-07,102,14,214480,3529,48,福建高速公开发行2015年公司债券募集说明书_600033_20150807_2
福建发展高速公路股份有限公司,福建高速,2015-08-07,102,14,214480,3529,48,福建发展高速公路股份有限公司公开发行2015年公司债券募集说明书_122431_20150807_2
海亮集团有限公司,,2015-08-06,214,20,293050,11957,113,海亮集团有限公司公开发行2015年公司债券募集说明书_122429_20150806_5
天房发展 天津市房地产发展（集团）股份有限公司,天房发展,2015-08-04,160,18,255770,8300,81,天房发展公开发行2015年公司债券募集说明书_600322_20150804_4
北京华业资本控股股份有限公司,华业资本,2015-08-04,152,10,232610,6810,76,华业资本公开发行2015年公司债券募集说明书_600240_20150804_3
北京华业资本控股股份有限公司,华业资本,2015-08-04,152,10,232610,6810,76,北京华业资本控股股份有限公司公开发行2015年公司债券募集说明书_122424_20150804_3
天津市房地产发展（集团）股份有限公司,天房发展,2015-08-04,160,18,255770,8300,81,天津市房地产发展（集团）股份有限公司公开发行2015年公司债券募集说明书_122421_20150804_4
盛和资源控股股份有限公司,盛和资源,2015-08-03,70,15,118372,2945,27,盛和资源公开发行公司债券募集说明书_600392_20150803_2
盛和资源控股股份有限公司,盛和资源,2015-08-03,70,15,118372,2945,27,盛和资源控股股份有限公司公开发行公司债券募集说明书_122418_20150803_2
天风证券股份有限公司,,2015-07-29,318,32,308908,12918,130,天风证券股份有限公司公开发行公司债券募集说明书_122419_20150729_4
东旭集团有限公司,,2015-07-28,180,14,257546,8446,90,东旭集团有限公司公开发行2015年公司债券募集说明书_122417_20150728_1
哈尔滨好民居建设投资发展有限公司,,2015-07-28,138,6,212862,6497,69,哈尔滨好民居建设投资发展有限公司公开发行公司债券募集说明书_122416_20150728_2
奥园集团有限公司,,2015-07-28,137,6,170186,4950,62,奥园集团有限公司2015年公开发行公司债券募集说明书_122420_20150728_4
长江精工钢结构（集团）股份有限公司,精工钢构,2015-07-27,114,18,297024,6345,62,精工钢构公开发行2015年公司债券募集说明书_600496_20150727_4
昆明制药集团股份有限公司,昆药集团,2015-07-27,44,6,109678,1930,23,昆药集团公开发行2015年公司债券募集说明书_600422_20150727_2
义乌市水务建设集团有限公司,,2015-07-27,150,12,180830,6308,80,义乌市水务建设集团有限公司2015年公司债券募集说明书_123029_20150727_2
长江精工钢结构（集团）股份有限公司,精工钢构,2015-07-27,114,18,297024,6345,62,长江精工钢结构（集团）股份有限公司公开发行2015年公司债券募集说明书_122413_20150727_4
招金矿业股份有限公司,,2015-07-27,74,9,109148,2999,38,招金矿业股份有限公司公开发行公司债券募集说明书_122411_20150727_3
昆药集团股份有限公司,昆药集团,2015-07-27,44,6,109678,1930,23,昆药集团股份有限公司公开发行2015年公司债券募集说明书_122412_20150727_2
美都能源 股票代码公司,美都能源,2015-07-23,190,20,337610,8545,98,美都能源公开发行公司债券募集说明书_600175_20150723_4
美都能源股份有限公司,美都能源,2015-07-23,190,20,337610,8545,98,美都能源股份有限公司公开发行公司债券募集说明书_122408_20150723_4
中国中投证券有限责任公司,,2015-07-22,458,16,240176,13844,174,中国中投证券有限责任公司公开发行债券募集说明书_122400_20150722_2
中国中投证券有限责任公司,,2015-07-22,458,16,240176,13844,174,中国中投证券有限责任公司公开发行债券募集说明书_122399_20150722_2
新湖中宝股份有限公司,,2015-07-21,134,8,310840,5886,70,新湖中宝公开发行2015年公司债券募集说明书_600208_20150721_2
新湖中宝股份有限公司,,2015-07-21,134,8,310840,5886,70,新湖中宝股份有限公司公开发行2015年公司债券募集说明书_122406_20150721_3
北京天恒置业集团有限公司,,2015-07-20,160,12,258698,7621,77,北京天恒置业集团有限公司公开发行公司债券募集说明书_122403_20150720_2
北京巴士传媒股份有限公司,北巴传媒,2015-07-10,162,28,190420,6668,73,北巴传媒公开发行公司债券募集说明书_600386_20150710_3
北京巴士传媒股份有限公司,北巴传媒,2015-07-10,162,28,190420,6668,73,北京巴士传媒股份有限公司公开发行公司债券募集说明书_122398_20150710_3
迪马公司,迪马股份,2015-07-08,202,14,280104,7832,88,迪马股份公开发行公司债券募集说明书_600565_20150708_4
广州市时代地产集团有限公司,,2015-07-08,166,18,236306,8408,80,广州市时代地产集团有限公司公开发行公司债券募集说明书_122396_20150708_3
重庆市迪马实业股份有限公司,迪马股份,2015-07-08,202,14,280104,7832,88,重庆市迪马实业股份有限公司公开发行公司债券募集说明书_122386_20150708_3
中银国际证券有限责任公司,,2015-07-07,180,12,199118,6620,70,中银国际证券有限责任公司公开发行公司债券募集说明书_122394_20150707_3
广州富力地产股份有限公司,,2015-07-07,150,18,281786,7761,77,广州富力地产股份有限公司公开发行公司债券募集说明书_122395_20150707_3
宝信国际融资租赁有限公司,,2015-07-03,434,44,197118,15452,173,宝信国际融资租赁有限公司公开发行2015年公司债券募集说明书_123028_20150703_2
云南省能源投资集团有限公司,,2015-07-01,204,12,259974,8033,85,云南省能源投资集团有限公司公开发行2015年公司债券募集说明书_122391_20150701_2
武钢公司,武钢股份,2015-06-29,124,12,227998,3884,64,武钢股份公开发行公司债券募集说明书_600005_20150629_2
武汉钢铁股份有限公司,武钢股份,2015-06-29,124,12,227998,3884,64,武汉钢铁股份有限公司公开发行公司债券募集说明书_122366_20150629_2
京投银泰 股票代码公司,京投银泰,2015-06-24,188,22,231282,9101,98,京投银泰公开发行公司债券募集说明书_600683_20150624_2
京投银泰股份有限公司,京投银泰,2015-06-24,188,22,231282,9101,98,京投银泰股份有限公司公开发行公司债券募集说明书_122382_20150624_2
中信证券 股票代码公司,中信证券,2015-06-19,374,26,269544,12685,136,中信证券公开发行2015年公司债券募集说明书_600030_20150619_3
中信证券股份有限公司,中信证券,2015-06-19,374,26,269544,12685,136,中信证券股份有限公司公开发行2015年公司债券募集说明书_122384_20150619_3
中信证券股份有限公司,中信证券,2015-06-19,374,26,269544,12685,136,中信证券股份有限公司公开发行2015年公司债券募集说明书_122385_20150619_3
恒大地产集团有限公司,,2015-06-16,164,10,297620,9743,86,恒大地产集团有限公司公开发行2015年公司债券募集说明书_122383_20150616_2
航天信息 公司,航天信息,2015-06-10,148,14,405510,6638,68,航天信息公开发行可转换公司债券募集说明书_600271_20150610_4
西南证券公司,西南证券,2015-06-08,204,17,149688,7624,78,西南证券公开发行2014年公司债券募集说明书_600369_20150608_2
西南证券股份有限公司,西南证券,2015-06-08,204,17,149688,7624,78,西南证券股份有限公司公开发行2014年公司债券募集说明书_122379_20150608_2
天士力控股集团有限公司,,2015-06-04,206,28,291238,9869,112,天士力控股集团有限公司公开发行2015年可交换公司债券募集说明书_132002_20150604_1
北京首都开发股份有限公司,首开股份,2015-06-01,234,14,397484,10102,124,首开股份公开发行2014年公司债券募集说明书_600376_20150601_4
北京首都开发股份有限公司,首开股份,2015-06-01,234,14,397484,10102,124,北京首都开发股份有限公司公开发行2014年公司债券募集说明书_122377_20150601_2
苏州新区高新技术产业股份有限公司,苏州高新,2015-05-27,110,12,213706,5006,56,苏州新区高新技术产业股份有限公司公开发行2014年公司债券募集说明书_122375_20150527_1
苏州高新 股票代码公司,苏州高新,2015-05-27,110,12,213706,5006,56,苏州高新公开发行2014年公司债券募集说明书_600736_20150527_5
首创置业股份有限公司,首创置业,2015-05-25,160,12,259870,6136,82,首创置业股份有限公司公开发行公司债券募集说明书_122376_20150525_1
招商证券股份有限公司,招商证券,2015-05-22,330,20,270254,11525,137,招商证券股份有限公司公开发行2014年公司债券募集说明书_122374_20150522_1
深圳市福田区益田公司,招商证券,2015-05-22,330,20,270254,11525,137,招商证券公开发行2014年公司债券募集说明书_600999_20150522_10
舟山港集团有限公司,,2015-05-20,124,10,216156,5857,62,舟山港集团有限公司公开发行公司债券募集说明书_122373_20150520_3
财通证券股份有限公司,,2015-05-15,674,24,315980,18576,245,财通证券股份有限公司公开发行2014年公司债券募集说明书_122372_20150515_2
华远地产股份有限公司,,2015-04-23,178,8,311260,7644,97,华远地产股份有限公司公开发行2014年公司债券募集说明书_122370_20150423_2
华远地产股份有限公司,,2015-04-23,178,8,311260,7644,97,华远地产公开发行2014年公司债券募集说明书_600743_20150423_6
富贵鸟股份有限公司,,2015-04-20,112,12,216452,5764,61,富贵鸟股份有限公司公开发行2014年公司债券募集说明书_122356_20150420_1
公司,,2015-04-08,598,18,260444,19321,206,华融证券股份有限公司公开发行债券募集说明书_122360_20150408_3
东兴证券股份有限公司,,2015-04-01,636,34,393404,20333,216,东兴证券股份有限公司公开发行债券募集说明书_122353_20150401_1
东兴证券股份有限公司,,2015-04-01,636,34,393404,20333,216,东兴证券公开发行债券募集说明书_601198_20150401_10
财富证券有限责任公司,,2015-03-27,494,20,272952,14200,176,财富证券有限责任公司公开发行2014年公司债券募集说明书_122367_20150327_4
北汽福田汽车股份有限公司,福田汽车,2015-03-27,156,36,262332,5170,61,2014年北汽福田汽车股份有限公司公开发行公司债券募集说明书_122361_20150327_1
福田公司,福田汽车,2015-03-27,156,36,262332,5170,61,福田汽车：2014年北汽福田汽车股份有限公司公开发行公司债券募集说明书_600166_20150327_10
北京昊华能源股份有限公司,,2015-03-24,68,7,121739,3202,32,北京昊华能源股份有限公司公开发行公司债券募集说明书_122365_20150324_2
东兴证券股份有限公司,,2015-03-24,356,14,181722,9436,109,东兴证券非公开发行2013年度第三期次级债券募集说明书_601198_20150324_2
公司,,2015-03-24,68,7,121739,3202,32,昊华能源公开发行公司债券募集说明书_601101_20150324_7
江苏连云港港口股份有限公司,,2015-03-18,146,28,247218,5629,60,江苏连云港港口股份有限公司公开发行公司债券募集说明书_122341_20150318_2
江苏连云港港口股份有限公司,,2015-03-18,146,28,247218,5629,60,连云港公开发行公司债券募集说明书_601008_20150318_8
东兴证券股份有限公司,,2015-03-06,346,14,180462,9436,109,东兴证券非公开发行2013年度第二期次级债券募集说明书_601198_20150306_2
太平洋证券股份有限公司,,2015-03-05,270,20,234496,11814,117,太平洋证券股份有限公司公开发行2014年公司债券募集说明书_122363_20150305_2
太平洋 证券公司,,2015-03-05,270,20,234496,11814,117,太平洋公开发行2014年公司债券募集说明书_601099_20150305_2
中国证券监督管理委员会公司,,2015-03-02,74,0,19636,2348,36,中国证券监督管理委员会公告[2015]2号——公开发行证券的公司信息披露内容与格式准则第23号——公开发行公司债券募集说明书（2015年修订）_3976305
郑州投资控股有限公司,,2015-01-30,56,1,62893,1642,21,2014年郑州投资控股有限公司公司债券募集说明书_124814_20150130_5
浙商证券股份有限公司,,2015-01-30,414,22,252452,17496,169,浙商证券股份有限公司公开发行债券募集说明书_122357_20150130_2
上海电气集团股份有限公司,,2015-01-29,298,6,590892,11398,125,上海电气公开发行可转换公司债券募集说明书_601727_20150129_3
齐鲁证券有限公司,,2015-01-27,502,34,395662,20329,201,齐鲁证券有限公司公开发行债券募集说明书_122355_20150127_2
康美药业股份有限公司,康美药业,2015-01-23,136,6,207914,6750,72,康美药业股份有限公司公开发行2015年公司债券募集说明书_122354_20150123_4
康美药业 股票代码公司,康美药业,2015-01-23,136,6,207914,6750,72,康美药业公开发行2015年公司债券募集说明书_600518_20150123_3
北京北辰实业股份有限公司,,2015-01-16,118,8,205052,5124,66,北京北辰实业股份有限公司公开发行2014年公司债券募集说明书_122351_20150116_2
北京北辰实业股份有限公司,,2015-01-16,118,8,205052,5124,66,北辰实业公开发行2014年公司债券募集说明书_601588_20150116_2
盛屯矿业集团股份有限公司,,2014-12-24,124,22,198864,5685,64,盛屯矿业集团股份有限公司公开发行2014年公司债券募集说明书_122350_20141224_2
盛屯矿业集团股份有限公司,,2014-12-24,124,22,198864,5685,64,盛屯矿业公开发行2014年公司债券募集说明书_600711_20141224_2
格力地产股份有限公司,,2014-12-23,234,10,298942,7234,84,格力地产公开发行可转换公司债券募集说明书_600185_20141223_5
深圳香江控股股份有限公司,,2014-12-08,146,12,185334,5641,78,深圳香江控股股份有限公司公开发行2013年公司债券募集说明书_122339_20141208_2
宝钢集团有限公司,,2014-12-08,172,16,252644,6242,74,宝钢集团有限公司公开发行2014年可交换公司债券募集说明书_132001_20141208_2
深圳香江控股股份有限公司,,2014-12-08,146,12,185334,5641,78,香江控股公开发行2013年公司债券募集说明书_600162_20141208_2
贵人鸟股份有限公司,,2014-12-01,69,5,98110,4034,34,贵人鸟股份有限公司公开发行2014年公司债券募集说明书_122346_20141201_2
贵人鸟股份有限公司,,2014-12-01,69,5,98110,4034,34,贵人鸟公开发行2014年公司债券募集说明书_603555_20141201_2
 A 股股票代码公司,洛阳钼业,2014-11-28,198,26,408754,8260,100,洛阳钼业公开发行A股可转换公司债券募集说明书_603993_20141128_6
上海金桥出口加工区开发股份有限公司,浦东金桥/金桥B股,2014-11-13,106,8,215764,4897,54,上海金桥出口加工区开发股份有限公司公开发行2013年公司债券募集说明书_122338_20141113_2
浦东金桥/金桥B股 股票代码公司,浦东金桥/金桥B股,2014-11-13,106,8,215764,4897,54,浦东金桥公开发行2013年公司债券募集说明书_600639_20141113_2
大唐国际发电股份有限公司,,2014-10-30,106,10,217034,4452,53,2012年大唐国际发电股份有限公司公开发行公司债券募集说明书（第二期）_122334_20141030_2
大唐国际发电股份有限公司,,2014-10-30,106,10,217034,4452,53,大唐发电：2012年大唐国际发电股份有限公司公开发行公司债券募集说明书（第二期）_601991_20141030_2
上海嘉宝实业（集团）股份有限公司,,2014-10-21,146,12,190888,5401,70,上海嘉宝实业（集团）股份有限公司公开发行2014年公司债券募集说明书_122333_20141021_3
公司,,2014-10-21,146,12,190888,5401,70,嘉宝集团公开发行2014年公司债券募集说明书_600622_20141021_3
营口港务股份有限公司,营口港,2014-10-16,124,20,205630,5885,62,营口港务股份有限公司公开发行2014年公司债券募集说明书_122331_20141016_1
600317 营口港务股份有限公司,营口港,2014-10-16,124,20,205630,5885,62,营口港公开发行2014年公司债券募集说明书_600317_20141016_1
中华企业股份有限公司,中华企业,2014-10-10,120,6,227426,4992,61,中华企业股份有限公司公开发行公司债券募集说明书_122330_20141010_2
中华企业股份有限公司,中华企业,2014-10-10,120,6,227426,4992,61,中华企业公开发行公司债券募集说明书_600675_20141010_2
 浙江浙能电力股份有限公司,浙能电力,2014-10-09,204,6,491715,5841,72,浙能电力公开发行可转换公司债券募集说明书_600023_20141009_4
广晟有色金属股份有限公司,,2014-09-23,110,14,221692,3914,53,广晟有色金属股份有限公司公开发行公司债券募集说明书_122326_20140923_2
公司,,2014-09-23,110,14,221692,3914,53,广晟有色公开发行公司债券募集说明书_600259_20140923_2
卧龙地产集团股份有限公司,卧龙地产,2014-09-19,160,18,222658,7108,84,卧龙地产集团股份有限公司公开发行公司债券募集说明书_122327_20140919_2
卧龙地产集团股份有限公司,卧龙地产,2014-09-19,160,18,222658,7108,84,卧龙地产公开发行公司债券募集说明书_600173_20140919_2
江苏凤凰置业投资股份有限公司,凤凰股份,2014-09-10,134,6,257786,5093,62,江苏凤凰置业投资股份有限公司公开发行2014年公司债券募集说明书_122323_20140910_2
 江苏凤凰置业投资股份有限公司,凤凰股份,2014-09-10,134,6,257786,5093,62,凤凰股份公开发行2014年公司债券募集说明书_600716_20140910_2
I 东海证券股份有限公司,,2014-07-29,694,24,310200,21966,282,东海证券股份有限公司公开发行债券募集说明书_122315_20140729_3
江苏新城地产股份有限公司,,2014-07-21,160,12,258936,6686,85,江苏新城地产股份有限公司公开发行2013年公司债券募集说明书_122310_20140721_4
江苏新城地产股份有限公司,,2014-07-21,160,12,258936,6686,85,新城B股公开发行2013年公司债券募集说明书_900950_20140721_3
 冠城大通股份有限公司,冠城大通,2014-07-16,200,12,310606,6498,80,冠城大通公开发行可转换公司债券募集说明书_600067_20140716_5
